"","city","lat","lng","pop","country","Country.Code","IncomeGroup","Region"
"3970","Juan Aldama",24.2904,-103.39,13.1175,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3971","Valparaiso",22.7704,-103.57,7.9565,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3972","Fresnillo",23.1704,-102.86,102.6295,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3973","Linares",24.8604,-99.57,52.3495,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3974","Matehuala",23.6604,-100.65,63.6245,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3975","Tamuin",21.9804,-98.75,11.0765,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3976","Tamazunchale",21.2704,-98.78,47.1085,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3977","Tula",23.0004,-99.72,4.683,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3978","Aldama",22.9204,-98.07,11.367,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3979","San Fernando",24.8504,-98.16,25.596,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3980","Tecoman",18.9204,-103.88,85.45,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3981","Puerto Vallarta",20.6771,-105.245,183.969,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3982","La Barca",20.2804,-102.56,34.897,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3983","Ciudad Guzman",19.7104,-103.46,90.48,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3984","Lagos de Moreno",21.3704,-101.93,89.402,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3985","Morelia",19.7334,-101.1895,618.5515,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3986","Lazaro Cardenas",17.9587,-102.2,122.044,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3987","Zamora",19.9804,-102.28,169.9315,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3988","Coalcoman",18.7804,-103.15,9.6875,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3989","Uruapan",19.4204,-102.07,250.9195,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3990","Tuxpan",21.9304,-105.27,26.115,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3991","Tepic",21.5054,-104.88,299.6865,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3992","Compostela",21.2304,-104.9,15.192,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3993","Tecuala",22.4004,-105.46,12.752,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3994","Ciudad del Carmen",18.6537,-91.8245,148.7515,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3995","Champoton",19.3504,-90.72,25.7225,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3996","Salina Cruz",16.1671,-95.2,77.3555,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3997","Puerto Escondido",15.8592,-97.0659,15.4025,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3998","Pochutla",15.7304,-96.47,18.7795,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"3999","Mitla",16.917,-96.4,4.313,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4000","Tlaxiaco",17.2704,-97.68,17.9995,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4001","Huajuapan de Leon",17.8104,-97.79,41.7665,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4002","Tehuacan",18.4504,-97.38,239.3705,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4003","Teziutlan",19.8204,-97.36,124.3075,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4004","Frontera",18.5804,-92.65,15.014,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4005","Tenosique",17.4804,-91.43,24.9495,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4006","Salamanca",20.5704,-101.2,168.069,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4007","Guanajuato",21.0204,-101.28,95.282,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4008","Taxco",18.5704,-99.62,53.217,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4009","Ayutla",16.9004,-99.22,9.897,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4010","Ciudad Altamirano",18.3204,-100.65,24.533,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4011","Petatlan",17.5204,-101.27,26.474,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4012","Pachuca",20.1704,-98.73,310.861,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4013","Toluca",19.3304,-99.67,1018.4405,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4014","Zumpango",19.8104,-99.11,188.994,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4015","Minatitlan",17.9805,-94.53,176.3985,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4016","Coatzacoalcos",18.1204,-94.42,259.001,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4017","Poza Rica de Hidalgo",20.5504,-97.47,214.5035,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4018","Cordoba",18.9204,-96.92,177.483,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4019","Santiago Tuxtla",18.4704,-95.3,13.598,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4020","Tuxpam",20.9604,-97.41,58.69,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4021","Panuco",22.0604,-98.19,33.4495,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4022","Pijijiapan",15.6904,-93.22,19.388,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4023","Isla Mujeres",21.2084,-86.7115,12.491,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4024","Felipe Carrillo Puerto",19.5804,-88.05,23.958,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4025","Tizimin",21.1304,-88.15,41.3225,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4026","Valladolid",20.6704,-88.2,44.071,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4027","Izamal",20.9304,-89.0201,14.57,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4028","Ticul",20.4004,-89.53,30.4005,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4029","Ensenada",31.87,-116.62,238.751,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4030","Saltillo",25.42,-101.005,679.2865,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4031","Ciudad Juárez",31.6904,-106.49,1343,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4032","Delicias",28.2,-105.5,108.876,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4033","Durango",24.0311,-104.67,456.3685,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4034","Los Mochis",25.79,-109,231.824,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4035","Ciudad Victoria",23.72,-99.13,272.4115,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4036","Aguascalientes",21.8795,-102.2904,763.5895,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4037","Manzanillo",19.0496,-104.3231,85.2365,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4038","Tehuantepec",16.33,-95.23,40.0825,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4039","Villahermosa",18,-92.9,395.4825,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4040","Cuernavaca",18.9211,-99.24,591.5515,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4041","Queretaro",20.63,-100.38,786.3925,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4042","Tapachula",14.9,-92.27,209.741,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4043","Chetumal",18.5,-88.3,144.4645,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4044","Progreso",21.2833,-89.6666,33.8925,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4045","Cabo San Lucas",22.8928,-109.9045,39.4925,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4046","Monclova",26.9,-101.42,216.004,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4047","Ometepec",16.6801,-98.42,24.036,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4048","Cozumel",20.51,-86.95,67.634,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4049","Mexicali",32.65,-115.48,736.1385,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4050","La Paz",24.14,-110.32,180.626,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4051","Torreon",25.5701,-103.42,834.033,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4052","Culiacan",24.83,-107.38,695.7345,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4053","Nogales",31.305,-110.945,99.402,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4054","Hermosillo",29.0989,-110.9541,554.373,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4055","Guaymas",27.93,-110.89,84.4965,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4056","San Luis Potosi",22.17,-101,834.852,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4057","Matamoros",25.88,-97.5,451.3945,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4058","Nuevo Laredo",27.5,-99.55,255.1525,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4059","Colima",19.23,-103.72,175.261,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4060","Campeche",19.83,-90.5,204.0485,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4061","Oaxaca",17.0827,-96.6699,396.647,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4062","Leon",21.15,-101.7,1301.313,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4063","Tijuana",32.5,-117.08,1464.7285,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4064","Chihuahua",28.645,-106.085,750.6335,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4065","Mazatlan",23.2211,-106.42,361.4605,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4066","Tampico",22.3,-97.87,578.3515,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4067","Acapulco",16.85,-99.916,683.86,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4068","Veracruz",19.1773,-96.16,573.638,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4069","Tuxtla Gutierrez",16.75,-93.15,473.719,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4070","Cancun",21.17,-86.83,489.4525,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4071","Merida",20.9666,-89.6166,841.0875,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4072","Guadalajara",20.67,-103.33,2919.2945,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4073","Puebla",19.05,-98.2,1793.5495,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4074","Monterrey",25.67,-100.33,2417.437,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4075","Mexico City",19.4424,-99.131,14919.501,"Mexico","MEX","Upper middle income","Latin America & Caribbean"
"4076","Dubasari",47.2631,29.1608,23.254,"Moldova","MDA","Lower middle income","Europe & Central Asia"
"4077","Balti",47.7591,27.9053,135.0225,"Moldova","MDA","Lower middle income","Europe & Central Asia"
"4078","Cahul",45.9079,28.1944,48.9495,"Moldova","MDA","Lower middle income","Europe & Central Asia"
"4079","Tiraspol",46.8531,29.64,137.097,"Moldova","MDA","Lower middle income","Europe & Central Asia"
"4080","Chisinau",47.005,28.8577,662.064,"Moldova","MDA","Lower middle income","Europe & Central Asia"
"4081","Monaco",43.7396,7.4069,36.371,"Monaco","MCO","High income","Europe & Central Asia"
"4082","Suchboatar",50.25,106.2,24.235,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4083","Dzuunmod",47.711,106.947,17.738,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4084","Tsetserleg",47.4769,101.4502,18.056,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4085","Olgiy",48.9337,89.95,31.667,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4086","Ulaan-Uul",44.3337,111.2333,3.726,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4087","Hodrogo",48.9664,96.7833,0.01,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4088","Buyant-Uhaa",44.8666,110.15,8.776,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4089","Ondorhaan",47.3167,110.65,12.4335,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4090","Bayankhongor",46.3,100.9833,26.252,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4091","Uliastay",47.75,96.8167,8.056,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4092","Altay",46.3961,95.845,32.488,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4093","Moron",49.6453,100.1544,24.6085,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4094","Ulaangom",49.9833,92.0666,31.9405,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4095","Bulgan",48.8106,103.5317,17.348,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4096","Mandalgovi",45.75,106.266,2.984,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4097","Darhan",49.6167,106.35,74.738,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4098","Dzuunharaa",48.8666,106.4666,16.074,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4099","Arvayheer",46.25,102.7666,28.053,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4100","Baruun Urt",46.7,113.2833,15.805,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4101","Dalandzadgad",43.5836,104.4403,13.491,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4102","Dund-Us",48.0166,91.6333,26.5965,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4103","Choybalsan",48.0666,114.506,33.376,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4104","Erdenet",49.0533,104.1183,79.647,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4105","Ulaanbaatar",47.9167,106.9166,827.306,"Mongolia","MNG","Lower middle income","East Asia & Pacific"
"4106","Podgorica",42.466,19.2663,141.1615,"Montenegro","MNE","Upper middle income","Europe & Central Asia"
"4107","Ksar El Kebir",35.0204,-5.91,207.6765,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4108","Larache",35.2004,-6.16,114.688,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4109","Taza",34.2204,-4.02,170.7615,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4110","Ouezzane",34.8103,-5.57,64.171,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4111","Kenitra",34.2704,-6.58,459.178,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4112","Settat",33.0104,-7.62,140.415,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4113","Er Rachidia",31.9404,-4.45,228.489,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4114","Meknes",33.9004,-5.56,621.6665,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4115","Tiznit",29.7104,-9.74,56.3985,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4116","El Jadida",33.2604,-8.51,164.0095,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4117","Dawra",27.4629,-12.9922,0.01,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4118","Lemsid",26.5482,-13.8482,0.1,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4119","Tan Tan",28.4304,-11.1,63.396,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4120","Bir Anzarane",23.8837,-14.5333,6.597,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4121","Tangier",35.7473,-5.8327,719.208,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4122","Agadir",30.44,-9.62,752.0315,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4123","Goulimine",28.98,-10.07,106.748,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4124","Smara",26.7333,-11.6833,48.149,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4125","Ad Dakhla",23.7141,-15.9368,82.146,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4126","Oujda",34.69,-1.91,407.322,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4127","Safi",32.32,-9.24,320.8195,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4128","Laayoune",27.15,-13.2,182.2245,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4129","Fez",34.0546,-5.0004,983.4455,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4130","Rabat",34.0253,-6.8361,1680.3765,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4131","Marrakesh",31.63,-8,855.648,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4132","Casablanca",33.6,-7.6164,3162.9545,"Morocco","MAR","Lower middle income","Middle East & North Africa"
"4133","Moatize",-16.0995,33.95,40.5365,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4134","Luangwa",-15.6196,30.41,3.065,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4135","Manica",-18.9696,32.88,3.7135,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4136","Espungabera",-20.4501,32.77,0.393,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4137","Montepuez",-13.1196,39,49.041,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4138","Mocimboa",-11.3196,40.35,27.909,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4139","Marrupa",-13.1984,37.4995,8.762,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4140","Cuamba",-14.7896,36.54,68.2045,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4141","Ligonha",-15.1757,37.74,3.3105,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4142","Macia",-25.0195,33.09,13.095,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4143","Massangena",-21.5373,32.9564,0.6345,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4144","Mapai",-22.8427,31.9631,0.201,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4145","Dondo",-19.6196,34.73,75.2175,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4146","Chiramba",-16.8921,34.6559,0.556,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4147","Mocuba",-16.8496,38.26,68.984,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4148","Nicuadala",-17.6077,36.8197,6.945,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4149","Maxixe",-23.866,35.3886,112.8815,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4150","Panda",-24.0629,34.7303,0.602,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4151","Quissico",-24.7257,34.766,1.21,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4152","Vilanculos",-21.9995,35.3166,0.177,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4153","Matola",-25.9696,32.46,503.368,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4154","Chimoio",-19.12,33.47,242.5385,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4155","Lichinga",-13.3,35.24,94.3335,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4156","Angoche",-16.23,39.91,57.835,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4157","Mocambique",-15.0399,40.6822,40.7005,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4158","Inhambane",-23.858,35.3398,94.83,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4159","Tete",-16.17,33.58,122.183,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4160","Pemba",-12.983,40.5323,109.69,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4161","Nampula",-15.136,39.293,386.1855,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4162","Xai-Xai",-25.04,33.64,128.0855,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4163","Quelimane",-17.88,36.89,179.0325,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4164","Nacala",-14.5186,40.715,212.2125,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4165","Beira",-19.82,34.87,507.1965,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4166","Maputo",-25.9553,32.5892,1318.8065,"Mozambique","MOZ","Low income","Sub-Saharan Africa"
"4167","Loikaw",19.665,97.206,17.293,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4168","Pa-an",16.85,97.6167,50,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4169","Hakha",22.65,93.6167,20,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4170","Taunggyi",20.782,97.038,160.115,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4171","Sagaing",21.88,95.962,78.739,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4172","Myingyan",21.4618,95.3914,152.7625,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4173","Letpadan",17.7819,95.7415,107.7535,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4174","Taungoo",18.9483,96.4179,105.5905,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4175","Thongwa",16.7547,96.5193,35.9925,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4176","Mudon",16.2618,97.7215,120.7115,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4177","Ye",15.2533,97.8679,50.798,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4178","Mawlamyine",16.5004,97.67,400.249,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4179","Kyaukphyu",19.429,93.5494,4.261,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4180","Wakema",16.6133,95.1829,45.555,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4181","Labutta",16.1619,94.7014,1.667,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4182","Phyarpon",16.2933,95.6829,63.177,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4183","Yandoon",17.0433,95.6429,36.172,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4184","Hinthada",17.6483,95.4679,157.8375,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4185","Pathein",16.7704,94.75,216.0145,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4186","Allanmyo",19.3783,95.2279,48.4465,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4187","Yaynangyoung",20.4615,94.881,104.5075,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4188","Chauk",20.9085,94.823,85.0165,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4189","Pakokku",21.332,95.0866,125.3555,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4190","Namtu",23.0837,97.4,48.591,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4191","Dawei",14.098,98.195,141.4975,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4192","Shwebo",22.5783,95.6929,81.7585,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4193","Bago",17.32,96.515,264.347,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4194","Pyu",18.4779,96.4379,37.652,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4195","Pyay",18.8165,95.2114,124.8335,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4196","Magway",20.1445,94.9196,111.4635,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4197","Myitkyina",25.3596,97.3928,114.997,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4198","Monywa",22.105,95.15,204.1165,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4199","Myeik",12.4541,98.6115,220.009,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4200","Mandalay",21.97,96.085,1167,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4201","Sittwe",20.14,92.88,178.3875,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4202","Naypyidaw",19.7666,96.1186,562.412,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4203","Rangoon",16.7834,96.1667,3694.91,"Myanmar","MMR","Lower middle income","East Asia & Pacific"
"4204","Omaruru",-21.436,15.951,11.547,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4205","Karibib",-21.939,15.853,6.898,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4206","Otavi",-19.64,17.342,4.562,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4207","Gobabis",-22.455,18.963,16.321,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4208","Karasburg",-28.0196,18.74,5.0715,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4209","Bethanie",-26.4995,17.15,8.122,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4210","Oranjemund",-28.5495,16.43,7.223,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4211","Mariental",-24.6196,17.9599,12.67,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4212","Rehoboth",-23.3196,17.08,23.298,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4213","Outjo",-20.1095,16.14,6.3635,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4214","Opuwo",-18.0596,13.82,4.857,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4215","Usakos",-21.9995,15.58,5.3935,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4216","Okahandja",-21.9796,16.91,19.691,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4217","Otjiwarongo",-20.4595,16.64,23.0195,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4218","Oshikango",-17.3995,15.88,7.5405,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4219","Cuangar",-17.6095,18.62,0.425,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4220","Katima Mulilo",-17.4996,24.26,21.7485,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4221","Keetmanshoop",-26.5739,18.13,16.8235,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4222","Maltahöhe",-24.84,16.94,2.329,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4223","Swakopmund",-22.6689,14.535,27.269,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4224","Ongwediva",-17.78,15.77,17.343,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4225","Rundu",-17.92,19.7499,43.485,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4226","Tsumeb",-19.24,17.71,13.5745,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4227","Lüderitz",-26.648,15.1594,14.216,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4228","Walvis Bay",-22.9575,14.5053,49.5045,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
"4229","Windhoek",-22.57,17.0835,265.464,"Namibia","NAM","Upper middle income","Sub-Saharan Africa"
